"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","MRIEXAM","INAMBULATORY","1000HAB","A","2020",48.9,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2007",1.1,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2008",1.1,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2009",1.2,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2010",1.3,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2011",1.4,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2012",1.5,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2013",1.6,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2014",1.7,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2015",1.8,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2016",1.8,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2017",1.9,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2018",2,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2019",2,"D"
"AUS","MRIEXAM","INHOSPITAL","1000HAB","A","2020",2.2,"D"
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2004",32.7,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2005",33.9,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2006",36.4,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2007",43.1,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2008",48.6,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2009",50.4,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2010",47.8,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2011",50.4,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2012",51,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2013",50.3,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2014",58.6,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2015",47.8,"B"
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2016",48.4,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2017",49.4,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2018",50.5,
"AUT","MRIEXAM","INHOSPITAL","1000HAB","A","2019",51.4,
"BEL","MRIEXAM","TOT","1000HAB","A","2000",23.1,
"BEL","MRIEXAM","TOT","1000HAB","A","2001",31.5,
"BEL","MRIEXAM","TOT","1000HAB","A","2002",36.2,
"BEL","MRIEXAM","TOT","1000HAB","A","2003",39.7,
"BEL","MRIEXAM","TOT","1000HAB","A","2004",42.7,
"BEL","MRIEXAM","TOT","1000HAB","A","2005",44.2,
"BEL","MRIEXAM","TOT","1000HAB","A","2006",46,
"BEL","MRIEXAM","TOT","1000HAB","A","2007",48,
"BEL","MRIEXAM","TOT","1000HAB","A","2008",53.8,
"BEL","MRIEXAM","TOT","1000HAB","A","2009",61.9,
"BEL","MRIEXAM","TOT","1000HAB","A","2010",65.9,
"BEL","MRIEXAM","TOT","1000HAB","A","2011",70.2,
"BEL","MRIEXAM","TOT","1000HAB","A","2012",74,
"BEL","MRIEXAM","TOT","1000HAB","A","2013",77.1,
"BEL","MRIEXAM","TOT","1000HAB","A","2014",81.5,
"BEL","MRIEXAM","TOT","1000HAB","A","2015",85.6,
"BEL","MRIEXAM","TOT","1000HAB","A","2016",89.4,
"BEL","MRIEXAM","TOT","1000HAB","A","2017",93.9,
"BEL","MRIEXAM","TOT","1000HAB","A","2018",95.4,
"BEL","MRIEXAM","TOT","1000HAB","A","2019",98.1,
"CAN","MRIEXAM","TOT","1000HAB","A","2003",24.3,
"CAN","MRIEXAM","TOT","1000HAB","A","2004",27.3,
"CAN","MRIEXAM","TOT","1000HAB","A","2005",30.8,
"CAN","MRIEXAM","TOT","1000HAB","A","2006",33.4,
"CAN","MRIEXAM","TOT","1000HAB","A","2008",40.4,
"CAN","MRIEXAM","TOT","1000HAB","A","2009",42.7,
"CAN","MRIEXAM","TOT","1000HAB","A","2010",46.5,
"CAN","MRIEXAM","TOT","1000HAB","A","2011",50,
"CAN","MRIEXAM","TOT","1000HAB","A","2012",51.2,"E"
"CAN","MRIEXAM","TOT","1000HAB","A","2013",53.2,"E"
"CAN","MRIEXAM","TOT","1000HAB","A","2015",54.7,
"CAN","MRIEXAM","TOT","1000HAB","A","2017",50.8,
"CAN","MRIEXAM","TOT","1000HAB","A","2019",62,
"CAN","MRIEXAM","INAMBULATORY","1000HAB","A","2008",4.6,
"CAN","MRIEXAM","INAMBULATORY","1000HAB","A","2009",4.9,
"CAN","MRIEXAM","INAMBULATORY","1000HAB","A","2010",5.4,
"CAN","MRIEXAM","INAMBULATORY","1000HAB","A","2011",5.9,
"CAN","MRIEXAM","INAMBULATORY","1000HAB","A","2012",6,"E"
"CAN","MRIEXAM","INAMBULATORY","1000HAB","A","2013",6.3,"E"
"CAN","MRIEXAM","INHOSPITAL","1000HAB","A","2008",35.8,
"CAN","MRIEXAM","INHOSPITAL","1000HAB","A","2009",37.7,
"CAN","MRIEXAM","INHOSPITAL","1000HAB","A","2010",41.1,
"CAN","MRIEXAM","INHOSPITAL","1000HAB","A","2011",44.2,
"CAN","MRIEXAM","INHOSPITAL","1000HAB","A","2012",45.2,"E"
"CAN","MRIEXAM","INHOSPITAL","1000HAB","A","2013",46.9,"E"
"CZE","MRIEXAM","TOT","1000HAB","A","2004",16.5,
"CZE","MRIEXAM","TOT","1000HAB","A","2005",18.8,
"CZE","MRIEXAM","TOT","1000HAB","A","2006",21.9,
"CZE","MRIEXAM","TOT","1000HAB","A","2007",24.5,
"CZE","MRIEXAM","TOT","1000HAB","A","2008",27.5,
"CZE","MRIEXAM","TOT","1000HAB","A","2009",32.3,
"CZE","MRIEXAM","TOT","1000HAB","A","2010",33.6,
"CZE","MRIEXAM","TOT","1000HAB","A","2011",39,
"CZE","MRIEXAM","TOT","1000HAB","A","2012",43.2,
"CZE","MRIEXAM","TOT","1000HAB","A","2013",45.2,
"CZE","MRIEXAM","TOT","1000HAB","A","2014",46.3,
"CZE","MRIEXAM","TOT","1000HAB","A","2015",48,
"CZE","MRIEXAM","TOT","1000HAB","A","2016",49.8,
"CZE","MRIEXAM","TOT","1000HAB","A","2017",52.7,
"CZE","MRIEXAM","TOT","1000HAB","A","2018",54.7,
"CZE","MRIEXAM","TOT","1000HAB","A","2019",60.1,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2006",3.4,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2007",3.3,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2008",3.6,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2009",4.9,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2010",6.2,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2011",7.5,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2012",8.6,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2013",9,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2014",9.5,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2015",9.9,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2016",10.4,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2017",10.8,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2018",11.5,
"CZE","MRIEXAM","INAMBULATORY","1000HAB","A","2019",11.3,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2006",18.5,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2007",21.3,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2008",23.9,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2009",27.4,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2010",27.5,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2011",31.5,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2012",34.6,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2013",36.3,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2014",36.8,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2015",38.1,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2016",39.4,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2017",41.9,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2018",43.2,
"CZE","MRIEXAM","INHOSPITAL","1000HAB","A","2019",48.8,
"DNK","MRIEXAM","TOT","1000HAB","A","2003",20.9,
"DNK","MRIEXAM","TOT","1000HAB","A","2004",24.1,
"DNK","MRIEXAM","TOT","1000HAB","A","2005",28,
"DNK","MRIEXAM","TOT","1000HAB","A","2006",34.7,
"DNK","MRIEXAM","TOT","1000HAB","A","2007",39.2,
"DNK","MRIEXAM","TOT","1000HAB","A","2008",44.8,
"DNK","MRIEXAM","TOT","1000HAB","A","2009",53.5,
"DNK","MRIEXAM","TOT","1000HAB","A","2010",60.8,
"DNK","MRIEXAM","TOT","1000HAB","A","2011",65.4,
"DNK","MRIEXAM","TOT","1000HAB","A","2012",67,
"DNK","MRIEXAM","TOT","1000HAB","A","2013",60.3,
"DNK","MRIEXAM","TOT","1000HAB","A","2014",75,"B"
"DNK","MRIEXAM","TOT","1000HAB","A","2015",82.1,
"DNK","MRIEXAM","TOT","1000HAB","A","2016",82.2,
"DNK","MRIEXAM","TOT","1000HAB","A","2017",87,
"DNK","MRIEXAM","TOT","1000HAB","A","2018",89.1,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2003",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2004",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2005",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2006",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2007",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2008",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2009",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2010",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2011",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2012",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2013",0,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2014",6.1,"B"
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2015",15.6,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2016",16.8,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2017",11,
"DNK","MRIEXAM","INAMBULATORY","1000HAB","A","2018",10.4,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2003",20.9,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2004",24.1,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2005",28,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2006",34.7,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2007",39.2,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2008",44.8,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2009",53.5,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2010",60.8,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2011",65.4,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2012",67,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2013",60.3,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2014",68.8,"B"
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2015",66.5,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2016",65.4,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2017",75.9,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2018",78.7,
"DNK","MRIEXAM","INHOSPITAL","1000HAB","A","2019",88.6,
"FIN","MRIEXAM","TOT","1000HAB","A","2010",25.8,
"FIN","MRIEXAM","TOT","1000HAB","A","2011",26.7,
"FIN","MRIEXAM","TOT","1000HAB","A","2012",31.3,
"FIN","MRIEXAM","TOT","1000HAB","A","2013",34.2,
"FIN","MRIEXAM","TOT","1000HAB","A","2014",35.4,
"FIN","MRIEXAM","TOT","1000HAB","A","2015",41.7,
"FIN","MRIEXAM","TOT","1000HAB","A","2016",41.5,
"FIN","MRIEXAM","TOT","1000HAB","A","2017",47,
"FIN","MRIEXAM","TOT","1000HAB","A","2018",49.5,
"FIN","MRIEXAM","TOT","1000HAB","A","2019",53.1,
"FIN","MRIEXAM","TOT","1000HAB","A","2020",41.3,"P"
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2010",11.5,
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2011",12.7,
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2012",13.7,
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2013",14.6,
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2014",14.4,
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2015",20,
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2016",19.9,
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2017",20.5,
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2018",21.7,
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2019",22.9,
"FIN","MRIEXAM","INAMBULATORY","1000HAB","A","2020",23.4,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2010",14.3,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2011",14,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2012",17.6,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2013",19.6,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2014",20.9,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2015",21.7,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2016",21.6,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2017",26.5,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2018",27.9,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2019",30.1,
"FIN","MRIEXAM","INHOSPITAL","1000HAB","A","2020",17.9,"P"
"FRA","MRIEXAM","TOT","1000HAB","A","2006",38,
"FRA","MRIEXAM","TOT","1000HAB","A","2007",44.1,
"FRA","MRIEXAM","TOT","1000HAB","A","2008",48.3,
"FRA","MRIEXAM","TOT","1000HAB","A","2009",55.1,
"FRA","MRIEXAM","TOT","1000HAB","A","2010",60.2,
"FRA","MRIEXAM","TOT","1000HAB","A","2011",67.5,
"FRA","MRIEXAM","TOT","1000HAB","A","2012",82,
"FRA","MRIEXAM","TOT","1000HAB","A","2013",89.3,"B"
"FRA","MRIEXAM","TOT","1000HAB","A","2014",93.9,
"FRA","MRIEXAM","TOT","1000HAB","A","2015",102.6,
"FRA","MRIEXAM","TOT","1000HAB","A","2016",110.7,
"FRA","MRIEXAM","TOT","1000HAB","A","2017",114,
"FRA","MRIEXAM","TOT","1000HAB","A","2018",119.3,
"FRA","MRIEXAM","TOT","1000HAB","A","2019",123.1,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2006",18.2,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2007",21.1,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2008",23.9,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2009",26.4,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2010",29.5,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2011",33.5,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2012",45.9,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2013",48.1,"B"
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2014",52.3,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2015",57.8,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2016",62,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2017",65.3,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2018",69.6,
"FRA","MRIEXAM","INAMBULATORY","1000HAB","A","2019",73.6,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2001",11.3,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2002",14.1,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2003",14.6,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2004",17,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2005",18.6,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2006",19.8,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2007",23,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2008",24.4,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2009",28.7,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2010",30.7,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2011",34,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2012",36.1,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2013",41.2,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2014",41.6,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2015",44.9,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2016",48.8,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2017",48.7,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2018",49.8,
"FRA","MRIEXAM","INHOSPITAL","1000HAB","A","2019",49.4,
"DEU","MRIEXAM","TOT","1000HAB","A","2005",72.8,
"DEU","MRIEXAM","TOT","1000HAB","A","2006",76,
"DEU","MRIEXAM","TOT","1000HAB","A","2007",83.8,
"DEU","MRIEXAM","TOT","1000HAB","A","2008",89.6,
"DEU","MRIEXAM","TOT","1000HAB","A","2009",97,
"DEU","MRIEXAM","TOT","1000HAB","A","2010",105.5,
"DEU","MRIEXAM","TOT","1000HAB","A","2011",110.5,
"DEU","MRIEXAM","TOT","1000HAB","A","2012",115.3,
"DEU","MRIEXAM","TOT","1000HAB","A","2013",124.2,
"DEU","MRIEXAM","TOT","1000HAB","A","2014",131.3,
"DEU","MRIEXAM","TOT","1000HAB","A","2015",138.6,"E"
"DEU","MRIEXAM","TOT","1000HAB","A","2016",143.4,"E"
"DEU","MRIEXAM","TOT","1000HAB","A","2017",140.8,
"DEU","MRIEXAM","TOT","1000HAB","A","2018",145.1,"E"
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2000",38.4,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2001",43,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2002",47.2,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2003",50.8,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2004",55.7,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2005",60.6,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2006",62.5,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2007",69.3,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2008",74.1,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2009",79.8,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2010",86.9,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2011",90.3,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2012",94.2,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2013",102.3,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2014",108.2,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2015",115.1,"E"
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2016",119,"E"
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2017",116.1,
"DEU","MRIEXAM","INAMBULATORY","1000HAB","A","2018",120.6,"E"
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2005",12.2,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2006",13.5,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2007",14.5,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2008",15.5,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2009",17.3,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2010",18.6,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2011",20.2,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2012",21.1,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2013",21.9,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2014",23.1,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2015",23.5,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2016",24.4,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2017",24.6,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2018",24.5,
"DEU","MRIEXAM","INHOSPITAL","1000HAB","A","2019",24.7,
"GRC","MRIEXAM","TOT","1000HAB","A","2008",99.3,"E"
"GRC","MRIEXAM","TOT","1000HAB","A","2012",67.9,"E"
"GRC","MRIEXAM","TOT","1000HAB","A","2013",53.8,"E"
"GRC","MRIEXAM","TOT","1000HAB","A","2014",58.3,"E"
"GRC","MRIEXAM","TOT","1000HAB","A","2015",60.5,"E"
"GRC","MRIEXAM","TOT","1000HAB","A","2016",64,"E"
"GRC","MRIEXAM","TOT","1000HAB","A","2017",73.2,"E"
"GRC","MRIEXAM","TOT","1000HAB","A","2018",83.4,"E"
"GRC","MRIEXAM","TOT","1000HAB","A","2019",87.4,"E"
"GRC","MRIEXAM","INAMBULATORY","1000HAB","A","2012",59.9,"E"
"GRC","MRIEXAM","INHOSPITAL","1000HAB","A","2012",8,"E"
"HUN","MRIEXAM","TOT","1000HAB","A","2018",51.3,
"HUN","MRIEXAM","TOT","1000HAB","A","2019",54.2,
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2006",28.7,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2007",27.9,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2008",30.7,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2009",31.3,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2010",31.7,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2011",32.7,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2012",34,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2013",34,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2014",35.6,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2015",37.7,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2016",42.2,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2017",44.3,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2018",47.1,"D"
"HUN","MRIEXAM","INAMBULATORY","1000HAB","A","2019",49.6,"D"
"HUN","MRIEXAM","INHOSPITAL","1000HAB","A","2018",4.2,"D"
"HUN","MRIEXAM","INHOSPITAL","1000HAB","A","2019",4.6,"D"
"ISL","MRIEXAM","TOT","1000HAB","A","2006",57.2,
"ISL","MRIEXAM","TOT","1000HAB","A","2007",64.7,
"ISL","MRIEXAM","TOT","1000HAB","A","2008",72.7,
"ISL","MRIEXAM","TOT","1000HAB","A","2009",75.7,
"ISL","MRIEXAM","TOT","1000HAB","A","2010",74.2,
"ISL","MRIEXAM","TOT","1000HAB","A","2011",79.8,
"ISL","MRIEXAM","TOT","1000HAB","A","2012",80.6,
"ISL","MRIEXAM","TOT","1000HAB","A","2013",74.5,
"ISL","MRIEXAM","TOT","1000HAB","A","2014",81.1,
"ISL","MRIEXAM","TOT","1000HAB","A","2015",81.9,
"ISL","MRIEXAM","TOT","1000HAB","A","2016",92.9,
"ISL","MRIEXAM","TOT","1000HAB","A","2017",90.9,
"ISL","MRIEXAM","TOT","1000HAB","A","2018",102.8,
"ISL","MRIEXAM","TOT","1000HAB","A","2019",108.3,
"ISL","MRIEXAM","TOT","1000HAB","A","2020",104.5,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2008",32.5,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2009",31,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2010",34.8,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2011",37.7,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2012",37.3,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2013",37.4,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2014",40.8,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2015",45.8,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2016",54.1,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2017",54.7,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2018",64.8,
"ISL","MRIEXAM","INAMBULATORY","1000HAB","A","2019",70.6,
