"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","CSECTIONS","TOT","1000BIRTH","A","2010",197.2,
"BEL","CSECTIONS","TOT","1000BIRTH","A","2011",201.3,
"BEL","CSECTIONS","TOT","1000BIRTH","A","2012",202.3,
"BEL","CSECTIONS","TOT","1000BIRTH","A","2013",207.1,
"BEL","CSECTIONS","TOT","1000BIRTH","A","2014",207.6,
"BEL","CSECTIONS","TOT","1000BIRTH","A","2016",210.3,"B"
"BEL","CSECTIONS","TOT","1000BIRTH","A","2017",209.6,
"BEL","CSECTIONS","TOT","1000BIRTH","A","2018",211.3,
"BEL","CSECTIONS","TOT","1000BIRTH","A","2019",213.5,
"CAN","CSECTIONS","TOT","1000BIRTH","A","1990",184.3,
"CAN","CSECTIONS","TOT","1000BIRTH","A","1991",179.1,
"CAN","CSECTIONS","TOT","1000BIRTH","A","1992",174.6,
"CAN","CSECTIONS","TOT","1000BIRTH","A","1993",175.1,
"CAN","CSECTIONS","TOT","1000BIRTH","A","1994",174.8,"B"
"CAN","CSECTIONS","TOT","1000BIRTH","A","1995",174.8,
"CAN","CSECTIONS","TOT","1000BIRTH","A","1996",178.7,
"CAN","CSECTIONS","TOT","1000BIRTH","A","1997",183.8,
"CAN","CSECTIONS","TOT","1000BIRTH","A","1998",187.6,
"CAN","CSECTIONS","TOT","1000BIRTH","A","1999",195.8,"B"
"CAN","CSECTIONS","TOT","1000BIRTH","A","2000",209.2,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2001",221.9,"B"
"CAN","CSECTIONS","TOT","1000BIRTH","A","2002",234.3,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2003",247.6,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2004",252.9,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2005",261.7,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2006",262.6,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2007",266.2,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2008",263.7,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2009",261.8,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2010",260.9,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2011",263.9,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2012",263.6,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2013",263.4,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2014",262.8,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2015",268.8,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2016",269.9,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2017",277.3,
"CAN","CSECTIONS","TOT","1000BIRTH","A","2018",283.9,
"CZE","CSECTIONS","TOT","1000BIRTH","A","1990",76.1,
"CZE","CSECTIONS","TOT","1000BIRTH","A","1991",83.5,
"CZE","CSECTIONS","TOT","1000BIRTH","A","1992",88.2,"E"
"CZE","CSECTIONS","TOT","1000BIRTH","A","1993",91,
"CZE","CSECTIONS","TOT","1000BIRTH","A","1994",100.9,"B"
"CZE","CSECTIONS","TOT","1000BIRTH","A","1995",112,
"CZE","CSECTIONS","TOT","1000BIRTH","A","1996",115.6,
"CZE","CSECTIONS","TOT","1000BIRTH","A","1997",117.9,
"CZE","CSECTIONS","TOT","1000BIRTH","A","1998",122.6,
"CZE","CSECTIONS","TOT","1000BIRTH","A","1999",123.4,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2000",128.9,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2001",132.5,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2002",140.7,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2003",152.9,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2004",160.1,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2005",171.3,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2006",183.7,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2007",195.7,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2008",204.8,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2009",212.2,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2010",224.9,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2011",232.7,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2012",243.9,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2013",248.7,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2014",254.4,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2015",253.6,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2016",237.5,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2017",235.8,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2018",231,
"CZE","CSECTIONS","TOT","1000BIRTH","A","2019",233,
"DNK","CSECTIONS","TOT","1000BIRTH","A","1996",131.1,
"DNK","CSECTIONS","TOT","1000BIRTH","A","1997",130.9,
"DNK","CSECTIONS","TOT","1000BIRTH","A","1998",138.9,
"DNK","CSECTIONS","TOT","1000BIRTH","A","1999",143.3,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2000",154.1,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2001",169.2,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2002",185.8,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2003",194.9,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2004",204.5,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2005",200.6,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2006",207.8,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2007",217.6,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2008",211.8,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2009",218.8,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2010",214.3,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2011",213.9,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2012",211.8,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2013",223.5,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2014",215.4,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2015",210.9,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2016",203.6,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2017",205.9,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2018",191.8,
"DNK","CSECTIONS","TOT","1000BIRTH","A","2019",178.1,"B"
"FIN","CSECTIONS","TOT","1000BIRTH","A","1990",135.5,
"FIN","CSECTIONS","TOT","1000BIRTH","A","1991",143.2,
"FIN","CSECTIONS","TOT","1000BIRTH","A","1992",144.9,
"FIN","CSECTIONS","TOT","1000BIRTH","A","1993",145.8,
"FIN","CSECTIONS","TOT","1000BIRTH","A","1994",153,
"FIN","CSECTIONS","TOT","1000BIRTH","A","1995",155.9,
"FIN","CSECTIONS","TOT","1000BIRTH","A","1996",156.5,
"FIN","CSECTIONS","TOT","1000BIRTH","A","1997",155.4,
"FIN","CSECTIONS","TOT","1000BIRTH","A","1998",153.2,
"FIN","CSECTIONS","TOT","1000BIRTH","A","1999",157.8,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2000",157.8,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2001",164,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2002",163.6,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2003",161.6,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2004",164.5,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2005",163.6,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2006",163.3,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2007",164,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2008",165.7,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2009",158.1,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2010",161.9,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2011",162.5,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2012",162.8,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2013",163,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2014",161.9,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2015",158.7,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2016",165.2,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2017",166.3,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2018",166,
"FIN","CSECTIONS","TOT","1000BIRTH","A","2019",173.8,
"FRA","CSECTIONS","TOT","1000BIRTH","A","1997",156.2,
"FRA","CSECTIONS","TOT","1000BIRTH","A","1998",162.6,
"FRA","CSECTIONS","TOT","1000BIRTH","A","1999",167.3,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2000",171,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2001",177.9,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2002",184.3,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2003",185.2,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2004",186.1,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2005",190.6,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2006",194.3,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2007",198.7,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2008",198.1,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2009",199.6,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2010",202.3,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2011",202,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2012",200.4,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2013",199.8,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2014",196.8,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2015",197.3,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2016",197.8,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2017",197,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2018",195,
"FRA","CSECTIONS","TOT","1000BIRTH","A","2019",197.9,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2004",256.9,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2005",278.5,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2006",280.9,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2007",285.6,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2008",298.4,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2009",313.1,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2010",324.8,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2011",332,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2012",340.1,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2013",349.1,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2014",356.7,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2015",372.1,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2016",370.8,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2017",373,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2018",380.3,
"HUN","CSECTIONS","TOT","1000BIRTH","A","2019",382.9,
"IRL","CSECTIONS","TOT","1000BIRTH","A","1999",198.3,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2000",207.5,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2001",212.5,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2002",217.4,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2003",234,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2004",244.1,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2005",250.9,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2006",245.6,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2007",253.3,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2008",255.6,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2009",259.2,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2010",260.4,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2011",269,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2012",277.4,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2013",284.8,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2014",290.4,"B"
"IRL","CSECTIONS","TOT","1000BIRTH","A","2015",303.3,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2016",315.9,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2017",316.8,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2018",331.4,
"IRL","CSECTIONS","TOT","1000BIRTH","A","2019",337.5,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2001",352.6,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2002",366.2,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2003",378.2,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2004",383.8,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2005",390.9,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2006",394.6,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2007",392.2,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2008",385.9,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2009",387.6,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2010",384.6,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2011",377.1,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2012",368.4,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2013",361.4,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2014",357,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2015",352.8,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2016",349.4,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2017",338.2,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2018",332.4,
"ITA","CSECTIONS","TOT","1000BIRTH","A","2019",326.6,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2001",334.9,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2002",367.3,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2003",365.2,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2004",364.5,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2005",360.6,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2006",351.3,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2007",353.4,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2008",353.8,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2009",351.3,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2010",352.2,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2011",346.1,"B"
"KOR","CSECTIONS","TOT","1000BIRTH","A","2012",360,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2013",367.8,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2014",380.3,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2015",394,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2016",419,"B"
"KOR","CSECTIONS","TOT","1000BIRTH","A","2017",451.9,
"KOR","CSECTIONS","TOT","1000BIRTH","A","2018",475,
"LUX","CSECTIONS","TOT","1000BIRTH","A","1996",159.4,
"LUX","CSECTIONS","TOT","1000BIRTH","A","1997",180.8,
"LUX","CSECTIONS","TOT","1000BIRTH","A","1998",177.5,
"LUX","CSECTIONS","TOT","1000BIRTH","A","1999",188.1,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2000",198.7,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2001",219.5,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2002",231.4,"B"
"LUX","CSECTIONS","TOT","1000BIRTH","A","2003",235.3,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2004",242.1,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2005",242.2,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2006",243,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2007",259.6,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2008",270,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2009",261.8,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2010",259.3,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2011",302.2,"B"
"LUX","CSECTIONS","TOT","1000BIRTH","A","2012",296.7,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2013",293.4,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2014",318.1,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2015",305,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2016",310.6,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2017",296.6,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2018",299.8,
"LUX","CSECTIONS","TOT","1000BIRTH","A","2019",290.5,
"NLD","CSECTIONS","TOT","1000BIRTH","A","1990",74.1,
"NLD","CSECTIONS","TOT","1000BIRTH","A","1991",77.4,
"NLD","CSECTIONS","TOT","1000BIRTH","A","1992",79.5,
"NLD","CSECTIONS","TOT","1000BIRTH","A","1993",84.4,
"NLD","CSECTIONS","TOT","1000BIRTH","A","1994",91.7,
"NLD","CSECTIONS","TOT","1000BIRTH","A","1995",96.5,
"NLD","CSECTIONS","TOT","1000BIRTH","A","1996",100.6,
"NLD","CSECTIONS","TOT","1000BIRTH","A","1997",103.9,
"NLD","CSECTIONS","TOT","1000BIRTH","A","1998",110.6,
"NLD","CSECTIONS","TOT","1000BIRTH","A","1999",113.4,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2000",118.7,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2001",136.4,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2002",135.2,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2003",135.3,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2004",136.4,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2005",135.7,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2006",137.8,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2007",139.2,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2008",143,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2009",148.4,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2010",155.9,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2012",157.8,"B"
"NLD","CSECTIONS","TOT","1000BIRTH","A","2013",162.4,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2014",161.6,"B"
"NLD","CSECTIONS","TOT","1000BIRTH","A","2015",162.1,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2016",159.6,
"NLD","CSECTIONS","TOT","1000BIRTH","A","2017",156.7,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2000",202.9,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2001",213.5,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2002",224.2,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2003",224.1,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2004",225.1,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2005",231.3,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2006",243.4,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2007",231.9,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2008",231.4,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2009",242.5,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2010",237.8,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2011",241.5,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2012",254,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2013",258.8,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2014",262.6,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2015",242.2,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2016",262.9,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2017",273.9,
"NZL","CSECTIONS","TOT","1000BIRTH","A","2018",278.7,
"POL","CSECTIONS","TOT","1000BIRTH","A","2006",192.3,
"POL","CSECTIONS","TOT","1000BIRTH","A","2007",189.8,
"POL","CSECTIONS","TOT","1000BIRTH","A","2008",192.8,
"POL","CSECTIONS","TOT","1000BIRTH","A","2009",228.3,
"POL","CSECTIONS","TOT","1000BIRTH","A","2010",260.4,
"POL","CSECTIONS","TOT","1000BIRTH","A","2011",298.9,
"POL","CSECTIONS","TOT","1000BIRTH","A","2012",315.7,
"POL","CSECTIONS","TOT","1000BIRTH","A","2013",345.7,
"POL","CSECTIONS","TOT","1000BIRTH","A","2014",356.5,
"POL","CSECTIONS","TOT","1000BIRTH","A","2015",361.7,
"POL","CSECTIONS","TOT","1000BIRTH","A","2016",385.3,
"POL","CSECTIONS","TOT","1000BIRTH","A","2017",393,
"POL","CSECTIONS","TOT","1000BIRTH","A","2018",389.2,
"POL","CSECTIONS","TOT","1000BIRTH","A","2019",389.7,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2001",224.7,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2002",234.5,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2003",237.8,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2004",243.1,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2005",251,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2006",260.1,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2007",253.6,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2008",247.4,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2009",250.1,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2010",249.6,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2011",249.1,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2012",251.5,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2013",251.6,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2014",250.4,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2015",245.1,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2016",245.6,"B"
"ESP","CSECTIONS","TOT","1000BIRTH","A","2017",244.1,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2018",245.4,
"ESP","CSECTIONS","TOT","1000BIRTH","A","2019",243.4,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2005",169.8,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2006",173.4,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2007",174.6,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2008",168.6,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2009",171.4,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2010",166.3,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2011",164,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2012",165.2,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2013",166.8,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2014",172.6,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2015",173.1,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2016",177.2,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2017",166.6,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2018",170.6,
"SWE","CSECTIONS","TOT","1000BIRTH","A","2019",172.3,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2002",245.8,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2003",268.2,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2004",272.9,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2005",285.3,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2006",302.4,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2007",318,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2008",325.2,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2014",332.6,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2015",329.3,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2016",327.8,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2017",318.6,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2018",316.2,
"CHE","CSECTIONS","TOT","1000BIRTH","A","2019",316.6,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2006",317.4,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2007",380.3,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2008",417.5,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2009",441.9,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2010",472.2,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2011",475.2,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2012",479.8,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2013",503.6,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2014",511.3,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2015",531,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2016",531.5,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2017",531.4,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2018",548.9,
"TUR","CSECTIONS","TOT","1000BIRTH","A","2019",544,
"GBR","CSECTIONS","TOT","1000BIRTH","A","2000",195.9,"E"
"GBR","CSECTIONS","TOT","1000BIRTH","A","2001",205.7,"E"
"GBR","CSECTIONS","TOT","1000BIRTH","A","2002",212.1,"E"
"GBR","CSECTIONS","TOT","1000BIRTH","A","2003",218.1,"E"
"GBR","CSECTIONS","TOT","1000BIRTH","A","2004",216.2,"E"
